,text
38,"On aidera les commerçants du quartier en nettoyant la colline du crack. Je connais très bien ce quartier : il y a toujours les mêmes immeubles, mais ce n’est plus la même population. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507325646371971075/video/1"
61,"« À chaque fois qu’on a essayé de venir, on a dû faire marche arrière. »Jean-Marc Morandini

Et après on dit que l’ordre règne, que la police va partout où elle veut. C’est faux, on le voit bien.
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507297904427425799/video/1"
41,"Pour le logement social, la priorité sera donnée aux Français. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507323189537525761/video/1"
52,"La provocation, c’est que le pouvoir tolère cela. Cette situation est scandaleuse et on peut la traiter en nettoyant tout cela. Je veux montrer à la France entière ce que les riverains vivent. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507305885584048128/video/1"
58,"J’ai vu la dégradation de ce quartier. La police doit reprendre possession de cet endroit. Puis, il faut renvoyer les clandestins et tous les trafiquants étrangers. Je suis là pour vous protéger. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507299730396700682/video/1"
48,"C’est tragique pour tout le monde. Pour ceux qui sont là et pour les riverains. La responsabilité de l’État, c’est de protéger le peuple français.
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507309594778951707/video/1"
42,"Les salles de shoot pourrissent la vie des riverains qui vivent un enfer. On dissémine le trafic de drogue à ciel ouvert. La plupart des trafiquants sont étrangers. On doit les expulser. 
#ZemmourCollineDuCrack #Remigration
https://twitter.com/i/status/1507322044807004165/video/1"
1126,"Longtemps le Nord fut cette terre où ouvriers français et immigrés se retrouvaient au café et à l’église, où les étrangers adoptaient sans rechigner le mode de vie des Français qu’ils côtoyaient.
#ZemmourLille #PouvoirDAchat
https://twitter.com/i/status/1489988861472256006/video/1"
1103,"Vous savez mieux que personne, ici, quels sont les ravages d’une société où le travail est méprisé, où les travailleurs sont remplacés au nom de la mondialisation heureuse et de l’immigration.
#ZemmourLille #PouvoirDAchat
https://twitter.com/i/status/1489992501834432518/video/1"
1090,"Le pouvoir d’achat, c’est ce qui vous reste quand vous cessez de financer une bureaucratie écrasante, des millions d’étrangers qui ne travaillent pas, l’assistanat généralisé, l’endettement incontrôlé de l’État, l’aide en pure perte aux pays pauvres du monde entier.
#ZemmourLille"
1848,"C’est cette loi qui a concentré les difficultés liées à l’immigration. Entre 20% et 30% des demandes de logements sociaux sont faites par des étrangers. Encore une fois, les organismes HLM ne donnent pas les chiffres précis, pour ne pas choquer les Français.
#Chateaudun"
