text	local_time	like_count	user_screen_name	retweet_count	reply_count
"Je réformerai la politique de l’asile qui coûte une fortune à notre pays : les demandes d’asile seront faites depuis les ambassades de France à l’étranger et je mettrai fin à l’accueil des « mineurs non accompagnés ».

👉🏻 https://www.mlafrance.fr https://twitter.com/MLP_officiel/status/1467542043601866757/photo/1"	2021-12-05T17:11:03	821	MLP_officiel	320	49
"Les Français doivent être chez eux les premiers servis ! 

Je mettrai en place la priorité nationale : c’est une question de justice comme de viabilité de notre système de protection sociale, aujourd’hui ouvert à la Terre entière. 

👉🏻 https://mlafrance.fr/pdfs/projet-controle-de-limmigration.pdf https://twitter.com/MLP_officiel/status/1480942422431522816/photo/1"	2022-01-11T16:39:22	1150	MLP_officiel	316	88
"🇫🇷🇾🇹 Je suis là pour exprimer mon amour infini pour #Mayotte et pour les Mahorais !

🙏🏻 MERCI à vous pour cet accueil qui me me va droit au coeur. https://twitter.com/MLP_officiel/status/1471398403875692545/video/1"	2021-12-16T08:34:51	876	MLP_officiel	315	64
"Élue présidente, j’expulserai les étrangers coupables d’agressions sexuelles. #JournéeDesDroitsDesFemmes

👉🏻 https://www.lefigaro.fr/vox/politique/marine-le-pen-lettre-aux-francaises-20220307 https://twitter.com/MLP_officiel/status/1501223402341863432/photo/1"	2022-03-08T15:48:45	1419	MLP_officiel	309	266
"L’arme migratoire est utilisée comme moyen de pression contre nos pays : je veux ici réaffirmer toute ma solidarité envers la Pologne. 

Dans cette crise, la Commission européenne a été totalement absente pour l’aider à protéger ses frontières. https://twitter.com/MLP_officiel/status/1487366914657640450/photo/1"	2022-01-29T10:08:01	896	MLP_officiel	303	48
"C’est aux Français de dire qui peut devenir Français : dès mon élection, je les consulterai avec un grand referendum sur l’arrêt de l’immigration. #MarinePrésidente

Enfin la parole sera rendue aux Français sur ce sujet majeur ! 

👉🏻 https://www.mlafrance.fr https://twitter.com/MLP_officiel/status/1490675217655549954/photo/1"	2022-02-07T13:14:01	822	MLP_officiel	292	109
"Ceux qui vous disent qu'arrêter l’immigration, ce n’est pas possible, que rendre du pouvoir d'achat aux Français, ce n'est pas possible, que mettre fin à l'insécurité, ce n'est pas possible, ne sont que des défaitistes qui n'aiment pas la France. 

Tout est possible ! #Claire https://twitter.com/MLP_officiel/status/1480198439447236612/photo/1"	2022-01-09T15:23:03	956	MLP_officiel	292	91
Parmi les clandestins dernièrement interpellés à Perthus, 176 ont été détectés comme dangereux, 38 d'entre eux ont été incarcérés et 34 éloignés, où sont les 104 autres ? Je n'accepte pas que les Français soient ainsi mis en danger. https://twitter.com/MLP_officiel/status/1480155347964866561/photo/1	2022-01-09T12:31:49	822	MLP_officiel	288	21
"En compagnie des Français de Pologne, à Varsovie. Merci à eux pour leur accueil chaleureux. Je suis venue leur dire que nous comptons sur eux pour faire rayonner la France à l’étranger.

Pour ma part, je ferai tout pour transformer vos espérances en victoire en avril prochain ! https://twitter.com/MLP_officiel/status/1467176947532849156/photo/1"	2021-12-04T17:00:17	867	MLP_officiel	287	74
"Pour nos dirigeants, l’immigration n’est pas un problème : c’est un projet, qui se poursuit malgré l’opposition majoritaire des Français. 

Dès mon élection, je lancerai le grand chantier de l’arrêt de l’immigration 👉🏻 https://www.mlafrance.fr https://twitter.com/MLP_officiel/status/1493297043485478921/photo/1"	2022-02-14T18:52:13	708	MLP_officiel	279	92
