text	local_time	like_count	user_screen_name	retweet_count	reply_count
"Les crises s’accumulent mais ne s’annulent pas. On a une crise sur notre territoire, un problème majeur qui détruit notre identité : l’immigration venue du Sud.
#FaceALaGuerreTF1 #ZemmourPrésident"	2022-03-14T21:59:53	3366	ZemmourEric	1078	97
"La France qui croit en sa puissance, c’est nous !

La France qui s’élève contre le grand remplacement, c’est nous !

La France indépendante et souveraine, c’est nous !

La France qui reste la France, c’est nous !

La Reconquête, c’est nous !

#48HdelaReconquete #ZemmourAgen https://twitter.com/ZemmourEric/status/1503294414592131076/video/1"	2022-03-14T08:58:12	3355	ZemmourEric	1146	184
#Remigration https://twitter.com/ZemmourEric/status/1506022287715225600/photo/1	2022-03-21T21:37:48	3352	ZemmourEric	1082	193
"Merci pour votre accueil !
#GrandDebatVA #RassemblementTrocadero https://twitter.com/ZemmourEric/status/1506385785393754121/video/1"	2022-03-22T21:42:13	3296	ZemmourEric	1077	156
"Je baisse la CSG pour les salariés jusqu’à 2 000€. Je la finance en supprimant les allocations sociales non contributives aux étrangers.
#Élysée2022"	2021-12-09T21:20:56	3292	ZemmourEric	717	123
"Aujourd’hui, on loge les immigrés, on loge les demandeurs d’asile qui attendent leur réponse et ne sont jamais expulsés. Je réserverai les logements sociaux aux Français.
#DynamiqueZemmour #20h22
https://twitter.com/i/status/1488603073035517953/video/1"	2022-02-01T20:55:42	3291	ZemmourEric	939	104
"On ne peut pas rester insensible à la douleur des réfugiés. Les Ukrainiens veulent aller en Pologne, rester à proximité de leurs proches qui se battent et pouvoir rentrer en Ukraine. Il faut les aider.
#DemandezLeProgramme"	2022-03-02T21:29:00	3273	ZemmourEric	911	193
"Valérie Pecresse nous dit qu’il n’y a QUE 5 millions d’étrangers en France. 
Elle en voudrait 5 millions de plus : son programme nous y conduit tout droit !

#ZemmourVsPecresse https://twitter.com/ZemmourEric/status/1502280572642770955/video/1"	2022-03-11T13:49:34	3226	ZemmourEric	1347	234
Merci aux Deux Savoies pour leur accueil ce week-end. https://twitter.com/ZemmourEric/status/1498648694987673604/video/1	2022-03-01T13:17:47	3202	ZemmourEric	805	83
"Merci à Romain Lopez, Maire de Moissac, pour son accueil chaleureux dans sa belle commune d’Occitanie.
#Les48HdelaReconquete https://twitter.com/ZemmourEric/status/1502585893986709505/photo/1"	2022-03-12T10:02:48	3157	ZemmourEric	933	102
"Sur l’immigration, mon plan sera présenté par référendum aux Français avant l’été. La préférence nationale y figurera. Le Conseil constitutionnel n’est pas compétent pour juger d’un référendum.
#RTLMatin https://twitter.com/ZemmourEric/status/1471015384895700992/video/1"	2021-12-15T07:12:52	3137	ZemmourEric	931	135
"La ville de Cannes m'a réservé un accueil magnifique ! Mille fois merci !
#Cannes https://twitter.com/ZemmourEric/status/1484941783188582403/video/1"	2022-01-22T17:31:24	3112	ZemmourEric	811	66
"Mettre fin à l'immigration : nous allons le faire ! 

Mes mesures contre l'immigration : http://programme.zemmour2022.fr 

#ProgrammeZemmour https://twitter.com/ZemmourEric/status/1473702793508802563/photo/1"	2021-12-22T17:11:40	3103	ZemmourEric	876	159
"L’immigration ? Je ne limite pas, j’arrête !
#LaFranceDansLesYeux #ZemmourPresident https://twitter.com/ZemmourEric/status/1491560464018456581/video/1"	2022-02-09T23:51:41	3095	ZemmourEric	782	134
"Merci @GilbertCollard, quelle fougue, tu es fidèle à tout ce que j’ai toujours connu de toi, dans ton discours, bien sûr, mais aussi dans ton choix de nous rejoindre ! Fidèle à tes convictions, tu préfères ton pays à ton parti, et je t’accueille les bras ouverts !
#Cannes"	2022-01-22T18:49:45	3044	ZemmourEric	663	56
"Merci de cet accueil au marché du Mourillon à Toulon !
#ZemmourToulon https://twitter.com/ZemmourEric/status/1500470893792927748/video/1"	2022-03-06T13:58:33	3040	ZemmourEric	912	205
